	id	age	gender	engagement	mem.edu	zip	channel	harm	fair	in.group	authority	purity	account.age	region	public.sector	sustainability	localism	main.focal.value	support.of.focal.value
2037	12554	69	male	Highly Engaged	5	99206.0	Branch	4.0	4.25	4.75	4.0	4.25	24.419	E WA Metro	yes	1.83333333333333	5.5	Law enforcement	67.5933445525891
2038	12564	68	male	Highly Engaged	4	98516.0	Branch	4.0	4.5	5.0	5.0	5.0	12.51	Thurston	yes	4.83333333333333	5.75	Law enforcement	39.1550106690075
2039	12568	54	male	Not Engaged	4	98354.0	Branch	4.0	3.25	3.5	3.75	2.75	20.718	W WA Metro	no	5.16666666666667	5.0	Environment	15.350229294388
2040	12614	21	male	Engaged	2	98501.0	Other	3.75	4.0	3.75	4.0	3.5	1.485	Thurston	no	3.5	4.5	Arts & culture	66.1910538118283
2041	12631	67	female	Highly Engaged	4	98105.0	Branch	4.0	4.0	3.75	2.75	2.0	1.277	W WA Metro	no	5.33333333333333	5.5	Hunger/Poverty	46.3858292399575
2042	12633	28	other	Not Engaged	4	98444.0	Branch	2.5	3.25	3.75	3.75	2.25	0.699	W WA Metro	no	4.5	5.0	Homelessness	9.12638644880421
2043	12669	50	other	Highly Engaged	4	99223.0	Branch	4.25	3.75	3.75	4.75	4.5	0.677	E WA Metro	yes	3.66666666666667	5.0	Law enforcement	33.3325325018267
2044	12734	51	female	Engaged	4	99004.0	Branch	4.5	4.75	4.25	3.5	3.75	29.564	E WA Metro	yes	5.66666666666667	5.25	Hunger/Poverty	40.2138488921721
2045	12800	68	female	Highly Engaged	3	98532.0	Branch	4.0	4.75	4.5	3.0	2.5	3.819	W WA Non Metro	yes	3.5	4.5	Hunger/Poverty	42.2171162602307
2046	12846	35	male	Engaged	4	98125.0	Branch	3.25	3.25	1.0	2.25	2.25	27.008	W WA Metro	no	3.83333333333333	3.75	Animal rights	9.12638644880421
2047	12849	58	male	Engaged	3	98512.0	Branch	3.75	4.0	3.5	3.0	2.5	9.707	Thurston	yes	4.16666666666667	4.75	Environment	4.40092148115167
2048	12918	37	female	Highly Engaged	4	98501.0	Branch	4.5	4.25	4.75	4.5	4.0	1.863	Thurston	yes	5.0	5.75	Hunger/Poverty	11.5337123181904
2049	12945	42	female	Engaged	3	98541.0	Branch	3.75	4.0	2.75	2.75	1.25	6.282	W WA Non Metro	yes	4.5	5.25	Homelessness	9.12638644880421
2050	12952	42	female	Engaged	5	99170.0	Branch	4.0	4.25	4.25	4.0	4.25	17.529	E WA Non Metro	yes	2.5	4.5	Education	100.0
2051	12954	47	female	Not Engaged	4	98388.0	Branch	4.75	4.5	2.75	2.75	3.5	2.726	W WA Metro	yes	4.66666666666667	5.0	Specify	22.9689024229722
2052	12988	59	male	Not Engaged	4	98346.0	Branch	4.0	4.0	4.75	4.0	3.25	14.942	W WA Non Metro	yes	3.83333333333333	6.0	Human/Civil rights	9.12638644880421
2053	13001	59	female	Not Engaged	2	98508.0	Branch	4.25	3.25	3.25	3.0	2.25	39.595	Thurston	no	2.16666666666667	5.25	Health (i.e. cancer research)	0.0
2054	13007	70	female	Highly Engaged	4	98503.0	Branch	4.0	3.25	1.5	1.5	1.5	26.573	Thurston	yes	5.16666666666667	5.0	Domestic abuse	56.0596322343987
2055	13018	40	female	Not Engaged	3	98903.0	Branch	3.25	3.25	3.25	4.0	3.25	9.529	E WA Non Metro	no	1.5	5.0	Law enforcement	9.12638644880421
2056	13019	65	female	Not Engaged	4	98275.0	Branch	3.75	2.5	3.0	2.5	2.75	19.784	W WA Metro	yes	3.5	4.0	Domestic abuse	9.12638644880421
2057	13024	81	male	Engaged	5	99216.0	Branch	2.5	3.75	2.5	2.5	0.5	35.778	E WA Metro	yes	4.83333333333333	4.5	Health (i.e. cancer research)	24.1749639545511
2058	13029	55	female	Not Engaged	6	99163.0	Branch	4.75	5.0	4.5	4.25	4.25	8.37	E WA Non Metro	yes	5.66666666666667	6.0	Hunger/Poverty	53.0573757414164
2059	13045	53	female	Highly Engaged	4	98077.0	Branch	3.75	4.0	4.0	4.0	2.25	34.482	W WA Metro	yes	5.16666666666667	4.75	Environment	4.40092148115167
2060	13067	72	female	Not Engaged	5	98528.0	Loan	4.75	4.5	4.25	2.5	4.25	7.068	W WA Non Metro	no	5.16666666666667	5.0	Hunger/Poverty	41.0110547286519
2061	13072	45	female	Not Engaged	4	98225.0	Branch	3.5	2.75	0.75	0.5	1.0	4.685	W WA Non Metro	no	5.66666666666667	6.0	Health (i.e. cancer research)	22.456293728398
2062	13076	30	female	Highly Engaged	6	98208.0	Branch	4.25	3.5	0.25	1.25	0.0	4.973	W WA Metro	yes	2.66666666666667	5.5	Homelessness	37.5048712341449
2063	13207	69	female	Not Engaged	3	99403.0	Branch	5.0	5.0	3.25	2.75	5.0	43.121	E WA Non Metro	no	4.83333333333333	5.5	Hunger/Poverty	37.1035065557419
2064	13301	51	male	Not Engaged	3	98019.0	Loan	4.0	2.25	2.75	3.0	1.75	1.181	W WA Metro	no	5.16666666666667	5.75	Education	31.2810283885611
2065	13306	38	female	Engaged	7	98512.0	Branch	3.25	2.75	1.75	1.5	1.25	0.641	Thurston	yes	5.0	4.25	Environment	10.1121556321612
2066	13321	49	male	Not Engaged	4	99350.0	Branch	5.0	5.0	3.75	5.0	4.25	12.238	E WA Non Metro	yes	5.83333333333333	5.75	Law enforcement	33.3325325018267
2067	13340	58	female	Not Engaged	4	98155.0	Branch	4.25	4.0	3.25	4.0	4.0	18.249	W WA Metro	yes	4.83333333333333	4.5	Education	58.0881612810018
2068	13350	61	female	Engaged	2	98506.0	Branch	4.75	5.0	3.25	3.5	2.5	32.584	Thurston	yes	3.66666666666667	4.0	Homelessness	4.40092148115167
2069	13352	42	male	Highly Engaged	5	99163.0	Branch	3.5	4.25	4.0	3.75	3.5	30.359	E WA Non Metro	yes	4.66666666666667	4.5	Health (i.e. cancer research)	15.350229294388
2070	13376	59	female	Highly Engaged	3	99111.0	Branch	3.5	3.5	2.75	3.5	3.5	16.616	E WA Non Metro	no	2.66666666666667	4.75	Education	4.40092148115167
2071	13382	35	female	Highly Engaged	3	99301.0	Branch	3.75	2.0	2.25	3.0	3.25	10.534	E WA Non Metro	no	6.0	3.0	Hunger/Poverty	4.72546496765254
2072	13387	62	female	Engaged	4	98422.0	Other	5.0	5.0	4.75	4.75	5.0	0.723	W WA Metro	yes	4.66666666666667	4.75	Specify	9.12638644880421
2073	13390	56	male	Highly Engaged	8	98499.0	Branch	3.0	2.75	3.5	4.75	5.0	13.452	W WA Metro	yes	4.0	4.75	Law enforcement	9.12638644880421
2074	13395	35	female	Highly Engaged	4	98502.0	Branch	4.0	2.25	3.5	2.5	2.5	34.973	Thurston	yes	2.66666666666667	4.5	Health (i.e. cancer research)	10.1121556321612
2075	13400	42	female	Highly Engaged	4	98501.0	Branch	4.25	4.25	3.75	3.0	4.25	2.436	Thurston	yes	4.66666666666667	4.5	Education	21.2287218546408
2076	13426	45	female	Highly Engaged	3	98589.0	Branch	4.5	4.0	4.0	3.25	3.5	4.132	Thurston	no	4.0	4.0	Animal rights	28.7399856722228
2077	13444	69	female	Engaged	3	98947.0	Branch	5.0	4.75	2.5	2.5	3.25	0.485	E WA Non Metro	no	5.33333333333333	6.0	Hunger/Poverty	29.8861981055606
2078	13446	46	male	Not Engaged	2	98387.0	Loan	3.75	4.0	3.25	4.0	4.25	2.09	W WA Metro	no	2.83333333333333	3.5	Homelessness	4.72546496765254
2079	13478	29	female	Not Engaged	6	98503.0	Branch	5.0	4.5	5.0	3.75	3.5	6.03	Thurston	yes	5.66666666666667	5.75	Education	45.1833934609701
2080	13503	64	female	Highly Engaged	6	98368.0	Branch	3.5	4.5	2.5	2.5	0.5	36.537	W WA Non Metro	yes	5.33333333333333	4.75	Hunger/Poverty	23.0287515212132
2081	13527	57	male	Highly Engaged	6	98327.0	Branch	4.0	4.5	2.0	1.75	1.5	12.83	W WA Metro	yes	4.5	4.5	Education	37.760180386007
2082	13561	51	female	Engaged	4	99205.0	Branch	4.0	3.75	3.75	2.75	3.25	7.575	E WA Metro	yes	3.16666666666667	3.25	Health (i.e. cancer research)	13.2256561413147
2083	13589	60	female	Highly Engaged	8	98597.0	Branch	4.5	4.5	2.75	1.5	3.0	33.164	Thurston	yes	3.83333333333333	4.75	Homelessness	51.0900876656008
2084	13598	25	female	Not Engaged	4	99205.0	Branch	4.5	4.5	3.25	4.25	3.5	13.685	E WA Metro	no	4.0	6.0	Domestic abuse	12.4039871944777
2085	13607	38	male	Engaged	8	98422.0	Branch	3.25	3.5	3.0	2.75	2.5	15.907	W WA Metro	yes	4.83333333333333	4.0	Environment	4.40092148115167
2086	13639	40	female	Engaged	3	99176.0	Branch	3.25	3.25	2.75	3.0	2.0	0.595	E WA Non Metro	no	3.0	4.5	Health (i.e. cancer research)	0.0
2087	13651	66	female	Highly Engaged	4	98531.0	Branch	4.25	4.5	3.5	2.25	2.25	11.066	W WA Non Metro	yes	4.83333333333333	5.75	Arts & culture	45.9474766022375
2088	13657	51	female	Highly Engaged	4	98936.0	Branch	4.25	4.5	4.5	4.5	4.0	5.356	E WA Non Metro	no	3.0	3.0	Animal rights	37.5647203323858
2089	13680	76	female	Highly Engaged	4	98503.0	Branch	3.75	4.0	2.25	2.5	3.25	41.751	Thurston	yes	4.66666666666667	5.0	Environment	24.0145207045702
2090	13692	70	female	Not Engaged	3	98513.0	Branch	4.25	4.5	3.75	3.25	2.0	38.244	Thurston	yes	4.33333333333333	4.5	Hunger/Poverty	28.6801365739818
2091	13694	62	female	Not Engaged	4	98027.0	Branch	4.0	3.5	3.75	3.5	2.25	7.732	W WA Metro	yes	4.83333333333333	3.0	Environment	20.0026252222329
2092	13716	82	female	Not Engaged	3	98239.0	Loan	4.5	4.5	4.75	4.5	4.75	1.501	W WA Non Metro	no	6.0	5.75	Law enforcement	100.0
2093	13721	29	female	Not Engaged	4	98501.0	Branch	3.75	2.25	4.5	3.5	2.75	1.016	Thurston	no	3.66666666666667	6.0	Health (i.e. cancer research)	36.358658800807
2094	13745	56	female	Engaged	4	99205.0	Branch	4.0	3.75	2.5	3.5	3.75	36.66	E WA Metro	yes	4.66666666666667	4.25	Animal rights	29.8861981055606
2095	13747	72	male	Highly Engaged	4	98532.0	Branch	4.75	5.0	3.75	3.75	5.0	19.468	W WA Non Metro	no	3.83333333333333	4.0	Domestic abuse	10.6247643267355
2096	13751	39	female	Highly Engaged	4	98532.0	Branch	2.0	3.25	2.0	4.25	3.75	16.638	W WA Non Metro	no	3.83333333333333	4.75	Education	31.3372517342106
2097	13752	74	male	Engaged	6	98516.0	Branch	3.5	4.75	4.25	3.5	4.0	32.238	Thurston	yes	1.83333333333333	5.0	Health (i.e. cancer research)	21.0614634453976
2098	13762	28	female	Engaged	5	98531.0	Branch	3.0	2.0	2.0	3.0	1.75	1.515	W WA Non Metro	yes	4.16666666666667	4.5	Domestic abuse	16.6605419642459
2099	13797	39	female	Highly Engaged	4	98557.0	Branch	1.5	1.25	2.5	2.75	1.25	17.529	W WA Non Metro	yes	2.66666666666667	3.0	Health (i.e. cancer research)	0.0
2100	13812	75	female	Not Engaged	3	98589.0	Branch	3.0	2.5	3.25	3.0	2.0	47.197	Thurston	yes	5.0	5.0	Domestic abuse	4.40092148115167
2101	13827	63	female	Highly Engaged	4	98125.0	Branch	4.0	4.5	4.25	3.75	3.0	32.362	W WA Metro	no	3.33333333333333	3.5	Health (i.e. cancer research)	18.3032865535607
2102	13840	33	female	Not Engaged	4	98512.0	Branch	4.0	3.0	3.0	3.75	3.75	12.362	Thurston	yes	5.66666666666667	5.5	Environment	41.0110547286519
2103	13844	52	male	Engaged	3	98499.0	Branch	4.0	3.5	4.25	4.25	4.25	4.395	W WA Metro	yes	3.16666666666667	3.0	Health (i.e. cancer research)	0.0
2104	13881	57	male	Highly Engaged	8	98501.0	Branch	4.5	4.5	4.0	2.5	4.5	7.238	Thurston	yes	6.0	5.0	Environment	0.0
2105	13883	36	female	Not Engaged	4	98501.0	Branch	4.0	4.5	1.0	1.0	2.5	3.921	Thurston	yes	5.16666666666667	6.0	Human/Civil rights	14.8376205998138
2106	13938	26	male	Engaged	4	98103.0	Branch	3.25	1.5	1.75	2.0	1.75	1.622	W WA Metro	yes	5.16666666666667	4.75	Education	7.61867312858422
2107	13939	64	female	Not Engaged	3	98589.0	Branch	4.75	4.5	3.25	2.0	2.75	19.132	Thurston	yes	5.16666666666667	5.75	Environment	14.8376205998138
2108	13959	65	male	Not Engaged	4	98118.0	Branch	3.75	5.0	2.5	2.75	2.5	38.896	W WA Metro	no	5.66666666666667	6.0	Environment	40.2138488921721
2109	13989	62	female	Engaged	5	98498.0	Branch	5.0	4.5	2.75	1.75	3.5	25.595	W WA Metro	no	6.0	5.0	Environment	47.8923711189973
2110	14081	52	female	Engaged	3		Branch	4.25	2.75	3.75	3.5	2.5	14.038	E WA Non Metro	yes	3.83333333333333	5.0	Education	4.40092148115167
2111	14084	63	female	Highly Engaged	2	98512.0	Branch	4.75	5.0	4.25	4.5	4.5	4.526	Thurston	no	3.0	4.75	Domestic abuse	16.7450595773884
2112	14175	60	other	Not Engaged	6	98204.0	Other	5.0	3.5	2.75	2.25	3.25	1.132	W WA Metro	yes	4.83333333333333	4.25	Hunger/Poverty	40.7824719798184
2113	14650	51	male	Highly Engaged	3	98509.0	Branch	3.75	4.5	3.0	3.75	4.25	31.367	Thurston	yes	3.83333333333333	3.0	Hunger/Poverty	10.6247643267355
2114	14685	63	female	Not Engaged	4	98840.0	Loan	5.0	4.5	3.75	4.75	5.0	4.668	E WA Non Metro	yes	5.5	5.75	Animal rights	52.0970633909671
2115	14702	52	female	Highly Engaged	5	98501.0	Branch	3.25	4.5	3.5	4.75	3.75	3.195	Thurston	no	4.16666666666667	4.75	Education	24.1749639545511
2116	14727	60	female	Engaged	6	98021.0	Branch	4.75	4.25	2.75	2.25	1.5	30.093	W WA Metro	no	5.33333333333333	5.0	Environment	39.5563753474104
2117	14731	58	female	Highly Engaged	3	98229.0	Loan	5.0	4.5	3.5	2.75	3.75	1.868	W WA Non Metro	yes	5.66666666666667	5.75	Health (i.e. cancer research)	28.6801365739818
2118	14736	71	female	Not Engaged	2	99022.0	Branch	4.5	3.5	3.5	3.0	4.25	2.608	E WA Metro	no	3.5	5.0	Health (i.e. cancer research)	4.40092148115167
2119	14746	72	female	Highly Engaged	2	98382.0	Branch	4.0	4.5	4.5	4.0	4.5	40.567	W WA Non Metro	yes	5.16666666666667	5.0	Hunger/Poverty	14.8376205998138
2120	14753	41	male	Highly Engaged	4	98208.0	Branch	4.75	4.25	4.75	4.0	3.25	28.162	W WA Metro	no	5.16666666666667	5.75	Animal rights	22.456293728398
2121	14755	34	male	Engaged	3	98383.0	Branch	3.75	4.0	3.5	4.0	3.25	3.03	W WA Non Metro	yes	2.5	4.75	Law enforcement	39.6162244456514
2122	14769	74	female	Highly Engaged	2	98105.0	Branch	4.75	4.25	3.25	2.25	3.5	33.762	W WA Metro	yes	5.5	5.0	Environment	21.0614634453976
2123	14784	52	female	Highly Engaged	6	98103.0	Branch	5.0	4.75	3.5	3.5	3.5	20.732	W WA Metro	yes	5.0	5.5	Homelessness	39.5563753474104
2124	14854	77	female	Engaged	6	98011.0	Branch	4.5	3.75	3.25	3.0	1.75	9.447	W WA Metro	yes	5.33333333333333	5.0	Human/Civil rights	76.6429222812557
2125	14900	24	female	Highly Engaged	3	98512.0	Branch	5.0	4.5	3.5	5.0	5.0	9.723	Thurston	no	6.0	6.0	Hunger/Poverty	31.2810283885611
2126	14914	61	male	Not Engaged	3	98513.0	Loan	4.5	4.5	4.25	3.5	4.25	3.244	Thurston	yes	2.66666666666667	4.25	Specify	42.1811369679878
2127	14975	47	female	Not Engaged	2	98030.0	Loan	5.0	5.0	4.0	4.5	4.5	4.699	W WA Metro	no	3.0	4.5	Animal rights	28.6801365739818
2128	15057	63	male	Not Engaged	4	98576.0	Branch	4.5	3.75	3.75	3.75	3.25	5.118	Thurston	no	4.33333333333333	5.25	Hunger/Poverty	10.1121556321612
2129	15082	52	male	Highly Engaged	3	98503.0	Branch	4.5	3.25	4.0	3.25	3.5	6.463	Thurston	no	5.16666666666667	6.0	Domestic abuse	4.72546496765254
2130	15147	72	female	Engaged	6	99163.0	Branch	4.0	4.0	3.25	2.75	3.5	23.962	E WA Non Metro	no	5.5	4.75	Education	9.12638644880421
2131	15179	53	female	Highly Engaged	3	98506.0	Branch	4.25	3.25	2.25	2.75	1.75	17.205	Thurston	no	3.33333333333333	5.0	Domestic abuse	15.350229294388
2132	15196	60	female	Engaged	6	98273.0	Branch	4.0	3.5	3.5	2.5	2.0	10.195	W WA Non Metro	no	5.83333333333333	5.5	Environment	43.715494138162
2133	15319	24	female	Engaged	4	98012.0	Branch	3.25	3.25	1.5	1.75	1.25	22.86	W WA Metro	no	4.0	4.25	Environment	20.022660323062
2134	15347	65	male	Highly Engaged	4	98506.0	Branch	2.25	2.75	3.0	2.75	2.25	13.655	Thurston	yes	4.16666666666667	5.5	Human/Civil rights	20.6600987669946
2135	15389	74	female	Not Engaged	3	98506.0	Branch	4.25	5.0	4.25	4.75	4.5	24.014	Thurston	yes	3.66666666666667	4.5	Health (i.e. cancer research)	28.7399856722228
2136	15407	27	male	Highly Engaged	3	98203.0	Branch	4.0	3.75	3.75	2.75	2.5	0.808	W WA Metro	no	3.83333333333333	4.5	Education	31.2810283885611
2137	15469	34	female	Highly Engaged	4	98579.0	Branch	4.0	3.75	2.75	3.25	3.75	7.277	Thurston	yes	5.33333333333333	5.0	Law enforcement	21.0614634453976
2138	15516	66	female	Highly Engaged	6	98115.0	Branch	4.5	4.25	3.5	2.5	0.75	16.688	W WA Metro	yes	3.83333333333333	4.25	Homelessness	4.40092148115167
2139	15560	45	female	Highly Engaged	3	98503.0	Branch	4.0	3.75	3.5	3.0	2.75	11.899	Thurston	yes	3.66666666666667	3.75	Health (i.e. cancer research)	16.6605419642459
2140	15561	74	female	Engaged	4	98296.0	Branch	4.75	4.25	4.0	2.25	2.5	33.005	W WA Metro	yes	5.5	5.75	Human/Civil rights	23.0287515212132
2141	15655	61	female	Highly Engaged	3	98445.0	Loan	4.5	4.25	4.25	3.75	3.75	0.778	W WA Metro	yes	4.0	4.75	Animal rights	33.3325325018267
2142	15688	44	female	Highly Engaged	6	98506.0	Branch	2.75	3.5	1.75	1.5	3.0	20.512	Thurston	no	5.5	5.25	Environment	16.335998477745
2143	15751	43	female	Engaged	3	98501.0	Branch	4.25	4.25	4.0	4.75	4.5	1.814	Thurston	no	4.5	4.5	Health (i.e. cancer research)	0.0
2144	15766	58	female	Highly Engaged	4	98053.0	Branch	4.0	3.25	4.0	3.0	2.5	29.016	W WA Metro	yes	4.33333333333333	4.25	Health (i.e. cancer research)	0.0
2145	15770	57	female	Engaged	2		Branch	3.25	3.5	2.75	3.0	2.25	29.679	E WA Non Metro	yes	3.66666666666667	4.5	Hunger/Poverty	4.40092148115167
2146	15777	67	male	Highly Engaged	4	98503.0	Branch	3.75	3.0	4.5	2.5	3.0	29.964	Thurston	yes	4.0	3.5	Homelessness	29.369963658395
2147	15816	38	female	Highly Engaged	2	98584.0	Branch	4.25	4.25	3.75	3.75	3.25	7.345	W WA Non Metro	yes	5.0	4.5	Law enforcement	4.72546496765254
2148	15824	62	female	Not Engaged	3	98513.0	Branch	4.5	3.75	3.0	1.75	1.75	7.419	Thurston	yes	3.66666666666667	4.75	Human/Civil rights	43.3273494013256
2149	15827	43	male	Engaged	4	98902.0	Branch	4.0	4.0	5.0	4.75	3.25	16.578	E WA Non Metro	no	4.33333333333333	5.5	Law enforcement	11.5337123181904
2150	15835	33	female	Not Engaged	4	99122.0	Branch	4.25	3.25	3.75	4.5	3.75	18.342	E WA Non Metro	yes	5.16666666666667	5.75	Law enforcement	10.1121556321612
2151	15849	54	male	Engaged	3		Branch	3.75	4.75	4.25	3.75	2.25	23.811	W WA Metro	yes	4.0	5.5	Law enforcement	21.0614634453976
2152	15868	36	male	Engaged	4	99163.0	Branch	2.0	1.5	3.5	2.0	1.25	2.014	E WA Non Metro	no	3.16666666666667	3.25	Education	15.350229294388
2153	15888	57	female	Not Engaged	3	99033.0	Branch	4.0	2.75	2.25	3.0	3.75	6.712	E WA Non Metro	no	2.66666666666667	4.5	Specify	33.9900060465884
2154	15897	61	female	Highly Engaged	3	98541.0	Branch	4.25	4.5	3.75	4.25	3.5	8.564	W WA Non Metro	yes	4.83333333333333	4.0	Homelessness	37.5048712341449
2155	15910	63	female	Highly Engaged	2	98321.0	Branch	4.75	5.0	5.0	4.25	4.25	8.841	W WA Metro	yes	3.0	3.75	Health (i.e. cancer research)	28.7399856722228
2156	15912	73	male	Engaged	3	98944.0	Branch	5.0	4.5	4.75	4.5	4.75	1.786	E WA Non Metro	yes	4.16666666666667	4.25	Hunger/Poverty	9.12638644880421
2157	15922	58	female	Highly Engaged	6	98466.0	Branch	3.0	5.0	3.25	5.0	5.0	12.49	W WA Metro	yes	3.16666666666667	5.0	Homelessness	56.7171057791604
2158	15923	27	female	Not Engaged	3		Loan	0.0	0.0	0.0	0.0	0.0	2.307	E WA Non Metro	no	1.0	1.0	Hunger/Poverty	0.0
2159	15928	28	female	Not Engaged	4		Branch	4.25	4.5	2.5	0.75	2.25	18.518	W WA Metro	no	5.33333333333333	4.75	Education	12.3441380962368
2160	15950	29	female	Highly Engaged	4	98109.0	Branch	4.75	4.5	3.75	4.0	4.25	10.301	W WA Metro	no	4.5	4.5	Education	9.12638644880421
2161	15978	62	female	Engaged	3	98332.0	Branch	4.0	4.5	4.5	4.5	3.5	10.318	W WA Metro	yes	4.5	5.0	Education	4.40092148115167
2162	15985	73	female	Highly Engaged	4	98516.0	Branch	4.5	4.25	4.0	4.0	4.5	6.436	Thurston	no	5.5	5.0	Domestic abuse	36.358658800807
2163	16007	68	female	Not Engaged	5	98501.0	Branch	4.0	3.75	1.5	0.75	1.25	9.685	Thurston	yes	5.5	5.25	Domestic abuse	85.4676569414188
2164	16112	28	female	Highly Engaged	4		Branch	3.25	3.5	3.25	4.0	3.75	11.562	E WA Non Metro	no	2.66666666666667	4.0	Human/Civil rights	18.3032865535607
2165	16359	21	female	Not Engaged	3		Branch	4.25	4.0	3.75	3.75	3.5	4.132	Thurston	no	4.66666666666667	4.0	Human/Civil rights	18.1152213454873
2166	16372	62	female	Engaged	3	98501.0	Branch	5.0	4.5	1.75	1.75	3.0	4.833	Thurston	no	3.66666666666667	4.5	Human/Civil rights	14.8376205998138
2167	16430	69	female	Highly Engaged	7	98112.0	Branch	4.0	4.0	2.5	2.75	4.0	13.427	W WA Metro	yes	5.0	5.0	Environment	14.8376205998138
2168	16450	61	male	Not Engaged	5	98926.0	Loan	4.5	3.75	4.0	4.0	4.0	1.477	E WA Non Metro	yes	3.83333333333333	4.0	Education	15.350229294388
2169	16488	86	female	Engaged	4	98115.0	Branch	4.75	4.25	3.75	2.75	1.75	1.756	W WA Metro	no	4.5	4.5	Health (i.e. cancer research)	4.40092148115167
2170	16699	68	male	Engaged	6	99163.0	Branch	3.0	4.5	1.5	0.25	1.75	31.597	E WA Non Metro	yes	4.83333333333333	4.75	Human/Civil rights	22.456293728398
2171	16700	28	male	Engaged	4	98272.0	Branch	4.0	3.25	3.0	2.75	4.0	9.447	W WA Metro	no	4.66666666666667	4.25	Hunger/Poverty	9.12638644880421
2172	16709	46	female	Not Engaged	2	98501.0	Branch	3.75	4.25	4.0	3.75	4.0	18.419	Thurston	yes	4.33333333333333	5.0	Hunger/Poverty	9.12638644880421
2173	16736	61	female	Not Engaged	4	98513.0	Other	4.75	3.75	2.25	3.0	3.75	2.052	Thurston	no	4.0	4.5	Hunger/Poverty	10.6247643267355
2174	16776	85	male	Not Engaged	4	98503.0	Branch	4.25	4.5	4.25	4.0	3.25	9.811	Thurston	yes	5.5	5.5	Hunger/Poverty	21.0614634453976
2175	16793	49	other	Not Engaged	4	98501.0	Branch	4.5	4.5	4.0	3.75	3.75	0.036	Thurston	yes	4.83333333333333	4.25	Specify	13.5501996278156
2176	17004	45	female	Not Engaged	2	98103.0	Branch	2.75	3.5	1.75	1.75	2.0	4.055	W WA Metro	no	6.0	5.5	Homelessness	9.12638644880421
2177	17027	31	female	Engaged	7	98188.0	Other	4.0	4.5	2.5	2.5	3.0	1.332	W WA Metro	yes	4.66666666666667	6.0	Education	47.8923711189973
2178	17089	24	male	Not Engaged	6	99163.0	Branch	2.25	3.25	3.5	2.75	2.5	2.397	E WA Non Metro	yes	3.66666666666667	5.75	Education	32.7794062664923
2179	17457	56	female	Highly Engaged	3	98204.0	Loan	5.0	4.5	2.5	2.75	2.0	1.507	W WA Metro	no	4.16666666666667	5.75	Homelessness	28.6801365739818
2180	17479	59	female	Highly Engaged	3	98502.0	Branch	5.0	4.5	4.25	5.0	5.0	23.477	Thurston	no	3.33333333333333	5.0	Education	12.4039871944777
2181	17485	65	female	Engaged	6	98275.0	Branch	3.5	3.25	3.0	2.5	3.5	27.658	W WA Metro	yes	5.16666666666667	5.75	Domestic abuse	4.40092148115167
2182	17498	45	male	Highly Engaged	6	98155.0	Branch	3.75	4.5	5.0	4.75	3.75	12.433	W WA Metro	yes	3.66666666666667	4.25	Human/Civil rights	39.4721593099605
2183	17506	26	male	Not Engaged	6	99163.0	Branch	3.5	4.5	4.0	2.75	2.25	0.26	E WA Non Metro	no	4.83333333333333	4.25	Education	10.4366991186621
2184	17514	22	female	Highly Engaged	3	98502.0	Branch	3.75	4.0	4.25	5.0	3.75	3.375	Thurston	no	5.5	6.0	Health (i.e. cancer research)	18.9368902923243
2185	17528	53	male	Engaged	8	98387.0	Branch	3.5	3.5	4.0	3.75	3.5	15.518	W WA Metro	yes	5.66666666666667	5.0	Environment	16.7450595773884
2186	17530	57	female	Not Engaged	3	98445.0	Branch	3.75	4.25	3.75	3.25	3.75	13.849	W WA Metro	no	3.83333333333333	4.5	Health (i.e. cancer research)	4.40092148115167
2187	17545	68	female	Engaged	6	99203.0	Branch	3.5	4.25	2.5	1.5	1.75	15.627	E WA Metro	yes	4.0	5.0	Hunger/Poverty	19.4494989868985
2188	17548	27	female	Not Engaged	2	98203.0	Other	4.25	3.5	2.5	3.25	1.75	1.236	W WA Metro	no	3.66666666666667	4.75	Hunger/Poverty	22.1546419397569
2189	17576	63	other	Highly Engaged	4	98503.0	Branch	4.5	4.75	4.25	4.5	4.25	40.244	Thurston	yes	5.66666666666667	4.5	Health (i.e. cancer research)	11.9350769965934
2190	17582	55	female	Highly Engaged	8	98087.0	Branch	3.5	3.75	2.0	2.5	2.25	5.753	W WA Metro	no	5.33333333333333	4.5	Hunger/Poverty	15.350229294388
2191	17649	65	female	Engaged	5	99216.0	Branch	5.0	4.25	3.75	3.75	3.5	14.011	E WA Metro	yes	6.0	5.5	Education	57.0891721560781
2192	17654	67	female	Highly Engaged	5	98501.0	Branch	3.0	4.25	4.25	4.0	3.5	16.616	Thurston	no	4.66666666666667	5.5	Education	4.40092148115167
2193	17662	65	male	Not Engaged	6	99203.0	Branch	3.75	4.0	2.75	2.75	2.75	29.573	E WA Metro	no	4.0	5.25	Hunger/Poverty	4.40092148115167
2194	17669	67	male	Highly Engaged	5	98103.0	Branch	2.75	4.5	0.75	2.25	1.75	17.425	W WA Metro	yes	4.33333333333333	4.5	Health (i.e. cancer research)	9.12638644880421
2195	17682	63	male	Not Engaged	6	98503.0	Branch	4.75	4.0	3.5	2.25	4.0	27.447	Thurston	yes	4.66666666666667	5.0	Animal rights	25.1607331379081
2196	17699	52	female	Highly Engaged	4	99022.0	Branch	4.75	4.0	4.25	4.5	4.0	6.66	E WA Metro	yes	3.5	4.75	Hunger/Poverty	30.1348159552232
